,date,states,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,dateChecked,death,hospitalized,totalTestResults,lastModified,recovered,total,posNeg,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease,hash,dates_dt
175,20200913,56,6467168.0,29770264.0,10467.0,29921.0,379881.0,6233.0,18692.0,1562.0,2056.0,2020-09-13T24:00:00Z,186296.0,379881.0,97139741,2020-09-13T24:00:00Z,,0,0,392,545,226347,34579,792700,57ec6ff06efe0ea7a268e8455458b0d0cca8e1f4,2020-09-13
176,20200912,56,6432589.0,29543917.0,10403.0,30758.0,379336.0,6451.0,18648.0,1619.0,2051.0,2020-09-12T24:00:00Z,185904.0,379336.0,96347041,2020-09-12T24:00:00Z,,0,0,817,1145,227638,41850,1020760,e6a0ee53376c86c5c95a22e12ff690fa4be4707f,2020-09-12
177,20200911,56,6390739.0,29316279.0,10813.0,31530.0,378191.0,6376.0,18549.0,1716.0,2031.0,2020-09-11T24:00:00Z,185087.0,378191.0,95326281,2020-09-11T24:00:00Z,,0,0,1015,1510,244892,44698,937575,cbb75913f9b84c1a25f52bf9bfab689a5fdd9f9f,2020-09-11
178,20200910,56,6346041.0,29071387.0,10530.0,32521.0,376681.0,6522.0,18453.0,1923.0,2008.0,2020-09-10T24:00:00Z,184072.0,376681.0,94388706,2020-09-10T24:00:00Z,,0,0,1161,1498,197077,37409,821387,d33fa5bbe4d5b34676b574ad201a53f3aee3508b,2020-09-10
179,20200909,56,6308632.0,28874310.0,6551.0,32653.0,375183.0,6659.0,18322.0,1906.0,1994.0,2020-09-09T24:00:00Z,182911.0,375183.0,93567319,2020-09-09T24:00:00Z,,0,0,1088,1970,191966,30733,751002,f57458f8fd99d28d30d83e20226d1057158a1920,2020-09-09
180,20200908,56,6277899.0,28682344.0,8983.0,32339.0,373213.0,6543.0,18189.0,1881.0,1975.0,2020-09-08T24:00:00Z,181823.0,373213.0,92816317,2020-09-08T24:00:00Z,,0,0,347,934,123290,22310,546859,15eb88dff9494e0219dd323dec5e6ec720cbdbc7,2020-09-08
181,20200907,56,6255589.0,28559054.0,8986.0,32116.0,372279.0,6630.0,18156.0,1879.0,1967.0,2020-09-07T24:00:00Z,181476.0,372279.0,92269458,2020-09-07T24:00:00Z,,0,0,227,474,191875,28117,670866,2f759e8a8cad78409aa0eb4c40db2482fdea2c75,2020-09-07
182,20200906,56,6227472.0,28367179.0,8946.0,32497.0,371805.0,6700.0,18125.0,1912.0,1960.0,2020-09-06T24:00:00Z,181249.0,371805.0,91598592,2020-09-06T24:00:00Z,,0,0,452,499,206134,33033,764565,3cd7b2697488509ad403ab3435b37e532f8cdf05,2020-09-06
183,20200905,56,6194439.0,28161045.0,9021.0,33626.0,371306.0,6766.0,18089.0,1956.0,1956.0,2020-09-05T24:00:00Z,180797.0,371306.0,90834027,2020-09-05T24:00:00Z,,0,0,926,1173,218536,44860,993565,fe298f63a25575f33bac2feeea6405378f740144,2020-09-05
184,20200904,56,6149579.0,27942509.0,10118.0,34177.0,370133.0,6922.0,18012.0,1998.0,1943.0,2020-09-04T24:00:00Z,179871.0,370133.0,89840462,2020-09-04T24:00:00Z,,0,0,999,1249,256511,51600,1089037,b1774365aa73e805ab83b5dd6f943230cbfac068,2020-09-04
185,20200903,56,6097979.0,27685998.0,9987.0,34753.0,368884.0,6923.0,17894.0,2038.0,1928.0,2020-09-03T24:00:00Z,178872.0,368884.0,88751425,2020-09-03T24:00:00Z,,0,0,1072,1488,227081,44643,909820,beaf27bbe2a1ca6748dc95bc15fa28dce37e673e,2020-09-03
186,20200902,56,6053336.0,27458917.0,9293.0,35660.0,367396.0,7091.0,17784.0,2027.0,1918.0,2020-09-02T24:00:00Z,177800.0,367396.0,87841605,2020-09-02T24:00:00Z,,0,0,1035,1521,211097,30655,796145,8c8609dcf99af4a228ad94979bd459ce9ca96df6,2020-09-02
187,20200901,56,6022681.0,27247820.0,6647.0,35338.0,365875.0,7084.0,17655.0,2041.0,1902.0,2020-09-01T24:00:00Z,176765.0,365875.0,87045460,2020-09-01T24:00:00Z,,0,0,1014,1867,179210,42242,796530,bbbeffe9a5c525063a432ef0fee866697216c266,2020-09-01
188,20200831,56,5980439.0,27068610.0,11128.0,35453.0,364008.0,7047.0,17537.0,2075.0,1877.0,2020-08-31T24:00:00Z,175751.0,364008.0,86248930,2020-08-31T24:00:00Z,,0,0,380,710,180728,31720,680649,151234f45f9496008c37f9e50b52e909f46b90f5,2020-08-31
189,20200830,56,5948719.0,26887882.0,11148.0,35801.0,363298.0,7268.0,17439.0,2055.0,1870.0,2020-08-30T24:00:00Z,175371.0,363298.0,85568281,2020-08-30T24:00:00Z,,0,0,477,662,220802,38766,823350,6b7f1bc3e652e1b3617fae8b5b10a632ec6a2ca5,2020-08-30
190,20200829,56,5909953.0,26667080.0,11151.0,36516.0,362636.0,7413.0,17401.0,2062.0,1864.0,2020-08-29T24:00:00Z,174894.0,362636.0,84744931,2020-08-29T24:00:00Z,,0,0,1017,1299,257166,43995,947087,dd4754c7564594cb6ba6a2e4d242d33484a84ce7,2020-08-29
191,20200828,56,5865958.0,26409914.0,10428.0,37356.0,361337.0,7564.0,17304.0,2087.0,1856.0,2020-08-28T24:00:00Z,173877.0,361337.0,83797844,2020-08-28T24:00:00Z,,0,0,1020,1642,224635,46115,938465,59941e997039a57dc42acdde17bb4bde5fea1b99,2020-08-28
192,20200827,56,5819843.0,26185279.0,11168.0,37498.0,359695.0,7712.0,17181.0,2128.0,1831.0,2020-08-27T24:00:00Z,172857.0,359695.0,82859379,2020-08-27T24:00:00Z,,0,0,1128,1654,243599,44111,857577,2e5ec0656ba9cb6cf6c4e1827143c6df473ece05,2020-08-27
193,20200826,56,5775732.0,25941680.0,4081.0,38515.0,358041.0,7742.0,17046.0,2143.0,1809.0,2020-08-26T24:00:00Z,171729.0,358041.0,82001802,2020-08-26T24:00:00Z,,0,0,1300,1804,216584,44331,772668,caf50fcd3e59c0cfbd2eb9cb14c138a3f4de8370,2020-08-26
194,20200825,56,5731401.0,25725096.0,4091.0,38831.0,356237.0,7854.0,16920.0,2161.0,1789.0,2020-08-25T24:00:00Z,170429.0,356237.0,81229134,2020-08-25T24:00:00Z,,0,0,1140,1988,224504,36839,743872,9db437290702c9853bd257b2263ec28796a387e3,2020-08-25
195,20200824,56,5694562.0,25500592.0,4143.0,38806.0,354249.0,7854.0,16787.0,2112.0,1764.0,2020-08-24T24:00:00Z,169289.0,354249.0,80485262,2020-08-24T24:00:00Z,,0,0,341,1031,219639,34543,714951,45fa87f9f327d3965d3ad04adf7c8b0da93b780a,2020-08-24
196,20200823,56,5660019.0,25280953.0,4149.0,39064.0,353218.0,7949.0,16697.0,2131.0,1737.0,2020-08-23T24:00:00Z,168948.0,353218.0,79770311,2020-08-23T24:00:00Z,,0,0,577,698,128482,37900,725718,6e15536772b800a592578ed6316711fa0c9cc9ff,2020-08-23
197,20200822,56,5622119.0,25152471.0,4154.0,40017.0,352520.0,8207.0,16657.0,2204.0,1736.0,2020-08-22T24:00:00Z,168371.0,352520.0,79044593,2020-08-22T24:00:00Z,,0,0,1035,1603,229726,46054,908182,ce956bfec4bd00505eaf7fac345a14a087e13824,2020-08-22
198,20200821,56,5576065.0,24922745.0,4199.0,41049.0,350917.0,8358.0,16563.0,2288.0,1730.0,2020-08-21T24:00:00Z,167336.0,350917.0,78136411,2020-08-21T24:00:00Z,,0,0,1119,1783,251599,46456,915434,bbee5eee499750bb4b73b6f0d99809803ade9224,2020-08-21
199,20200820,56,5529609.0,24671146.0,4170.0,42109.0,349134.0,8486.0,16487.0,2330.0,1716.0,2020-08-20T24:00:00Z,166217.0,349134.0,77220977,2020-08-20T24:00:00Z,,0,0,1129,1983,208472,43844,864210,e5d4c4a0397cc181d8c943b4cac0e1d953070ee4,2020-08-20
200,20200819,56,5485765.0,24462674.0,4374.0,43406.0,347151.0,8747.0,16377.0,2375.0,1705.0,2020-08-19T24:00:00Z,165088.0,347151.0,76356767,2020-08-19T24:00:00Z,,0,0,1411,1983,243232,45073,832115,7f7f758062124d9126c719b087257918edc59f95,2020-08-19
201,20200818,56,5440692.0,24219442.0,4412.0,43840.0,345168.0,8859.0,16123.0,2467.0,1695.0,2020-08-18T24:00:00Z,163677.0,345168.0,75524652,2020-08-18T24:00:00Z,,0,0,1179,2261,205817,40070,771994,b35bfec2d0d183dced35b8edd329337bb76fd657,2020-08-18
202,20200817,56,5400622.0,24013625.0,4298.0,43614.0,342907.0,8881.0,15985.0,2444.0,1678.0,2020-08-17T24:00:00Z,162498.0,342907.0,74752658,2020-08-17T24:00:00Z,,0,0,411,1224,186974,37751,702582,9639655ba15a7d2b335d23812473f024f45c820b,2020-08-17
203,20200816,56,5362871.0,23826651.0,4302.0,44155.0,341683.0,8958.0,15924.0,2481.0,1665.0,2020-08-16T24:00:00Z,162087.0,341683.0,74050076,2020-08-16T24:00:00Z,,0,0,617,685,258191,42503,785200,c7e6cd3703784e2499b189e52cc6f1d99e2cbad5,2020-08-16
204,20200815,56,5320368.0,23568460.0,4452.0,44922.0,340998.0,9087.0,15891.0,2526.0,1663.0,2020-08-15T24:00:00Z,161470.0,340998.0,73264876,2020-08-15T24:00:00Z,,0,0,1227,1891,249234,56046,893080,608b4f17cac9394d8215fcbb37d99ee24c8ab2aa,2020-08-15
205,20200814,56,5264322.0,23319226.0,4415.0,45868.0,339107.0,9277.0,15764.0,2555.0,1665.0,2020-08-14T24:00:00Z,160243.0,339107.0,72371796,2020-08-14T24:00:00Z,,0,0,1226,2141,309137,57101,990725,7b03ffb5b4ca07c6dbd0dd3aded37e2001d55e5c,2020-08-14
206,20200813,56,5207221.0,23010089.0,4239.0,47303.0,336966.0,9480.0,15629.0,2574.0,1649.0,2020-08-13T24:00:00Z,159017.0,336966.0,71381071,2020-08-13T24:00:00Z,,0,0,1163,2675,256634,51763,954412,6966198998cbe97599e3a0b7a1bfb2f0dd6c43cd,2020-08-13
207,20200812,56,5155458.0,22753455.0,4174.0,48067.0,334291.0,9564.0,15524.0,2602.0,1629.0,2020-08-12T24:00:00Z,157854.0,334291.0,70426659,2020-08-12T24:00:00Z,,0,0,1517,2971,235552,56186,813796,361a5c6b55f752362882060f665caa4eda03a52d,2020-08-12
208,20200811,56,5099272.0,22517903.0,4118.0,48600.0,331320.0,9135.0,15331.0,2422.0,1612.0,2020-08-11T24:00:00Z,156337.0,331320.0,69612863,2020-08-11T24:00:00Z,,0,0,1320,2624,230600,54935,845183,67d479aacdf18916f5564069778713152d29fdfd,2020-08-11
209,20200810,56,5044337.0,22287303.0,3966.0,48751.0,328696.0,9209.0,15158.0,2529.0,1592.0,2020-08-10T24:00:00Z,155017.0,328696.0,68767680,2020-08-10T24:00:00Z,,0,0,430,1554,210324,41370,741379,4f7424644cd8e88be39c8471f6e79cf4b74e94d6,2020-08-10
210,20200809,56,5002967.0,22076979.0,3871.0,48997.0,327142.0,9307.0,15081.0,2507.0,1578.0,2020-08-09T24:00:00Z,154587.0,327142.0,68026301,2020-08-09T24:00:00Z,,0,0,621,862,260584,50766,803537,85a187aeeb30a809a32a9a9c3e45f5299fedbefb,2020-08-09
211,20200808,56,4952201.0,21816395.0,3888.0,50071.0,326280.0,9662.0,15024.0,2566.0,1561.0,2020-08-08T24:00:00Z,153966.0,326280.0,67222764,2020-08-08T24:00:00Z,,0,0,1086,1494,193121,53529,789814,8c6ee0b796cbe50723dca63de3526d3c219c479d,2020-08-08
212,20200807,56,4898672.0,21623274.0,3988.0,51327.0,324786.0,9698.0,14925.0,2628.0,1549.0,2020-08-07T24:00:00Z,152880.0,324786.0,66432950,2020-08-07T24:00:00Z,,0,0,1323,7994,263766,60823,890426,c90a3fb03a0f447da0f9f132e53d0e5fb602c27d,2020-08-07
213,20200806,56,4837849.0,21359508.0,3903.0,53219.0,316792.0,9996.0,14810.0,2714.0,1534.0,2020-08-06T24:00:00Z,151557.0,316792.0,65542524,2020-08-06T24:00:00Z,,0,0,1241,2615,267211,54048,848687,0be2fa1d7e72da13cb4d454ab422b0ee40359c85,2020-08-06
214,20200805,56,4783801.0,21092297.0,3842.0,53435.0,314177.0,9988.0,14687.0,2721.0,1524.0,2020-08-05T24:00:00Z,150316.0,314177.0,64693837,2020-08-05T24:00:00Z,,0,0,1355,2118,231712,52698,816864,cbcd12b90c9822ed58d61074b894c5e54c05f5fc,2020-08-05
215,20200804,56,4731103.0,20860585.0,3789.0,53436.0,312059.0,10207.0,14537.0,2701.0,1493.0,2020-08-04T24:00:00Z,148961.0,312059.0,63876973,2020-08-04T24:00:00Z,,0,0,1241,4423,237419,51198,806693,8ff2c1d4ed260a5bd70b3f124e389cd03e2cd38b,2020-08-04
216,20200803,56,4679905.0,20623166.0,3662.0,53517.0,307636.0,10233.0,14370.0,2664.0,1463.0,2020-08-03T24:00:00Z,147720.0,307636.0,63070280,2020-08-03T24:00:00Z,,0,0,516,1558,208433,42738,712084,92f16c87d9dc02ea300414241ca835a1b5f3b907,2020-08-03
217,20200802,56,4637167.0,20414733.0,3888.0,54106.0,306078.0,10415.0,14288.0,2645.0,1448.0,2020-08-02T24:00:00Z,147204.0,306078.0,62358196,2020-08-02T24:00:00Z,,0,0,496,831,250686,53301,790665,c299a664598487ae7a0e74aa1331608a9ecdec7e,2020-08-02
218,20200801,56,4583866.0,20164047.0,3975.0,54554.0,305247.0,10450.0,14227.0,2698.0,1445.0,2020-08-01T24:00:00Z,146708.0,305247.0,61567531,2020-08-01T24:00:00Z,,0,0,1201,2386,233394,60679,817592,8f05bb4daa0b9f6d67f6d1c50e93f268b05d00ae,2020-08-01
219,20200731,56,4523187.0,19930653.0,3956.0,55721.0,302861.0,10473.0,14044.0,2701.0,1437.0,2020-07-31T24:00:00Z,145507.0,302861.0,60749939,2020-07-31T24:00:00Z,,0,0,1328,2532,98386,67827,988464,23aef818fe530f555bc406552bfc852ee2e21caa,2020-07-31
220,20200730,56,4455360.0,19832267.0,3947.0,56571.0,300329.0,10519.0,13875.0,2762.0,1415.0,2020-07-30T24:00:00Z,144179.0,300329.0,59761475,2020-07-30T24:00:00Z,,0,0,1248,3291,261819,68961,887682,ff085ff2118aeaa047629a053697e569e8d5ebf5,2020-07-30
221,20200729,56,4386399.0,19570448.0,3840.0,57422.0,297038.0,10535.0,13744.0,2771.0,1400.0,2020-07-29T24:00:00Z,142931.0,297038.0,58873793,2020-07-29T24:00:00Z,,0,0,1503,2860,286097,64143,908717,e7556a33c604f9b9db75e5d8059204504a824a07,2020-07-29
222,20200728,56,4322256.0,19284351.0,3600.0,57185.0,294178.0,10463.0,13559.0,2748.0,1372.0,2020-07-28T24:00:00Z,141428.0,294178.0,57965076,2020-07-28T24:00:00Z,,0,0,1111,4068,235635,58457,842374,fd409d05500ecb75b4ebbf5aeb3f19389db98fcf,2020-07-28
223,20200727,56,4263799.0,19048716.0,3398.0,58987.0,290110.0,10328.0,13412.0,2723.0,1356.0,2020-07-27T24:00:00Z,140317.0,290110.0,57122702,2020-07-27T24:00:00Z,,0,0,1066,1631,241474,54479,768987,14ec40e0044c9e42c77deebeb38e54915f77c42b,2020-07-27
224,20200726,56,4209320.0,18807242.0,3361.0,58731.0,288479.0,10353.0,13343.0,2723.0,1336.0,2020-07-26T24:00:00Z,139251.0,288479.0,56353715,2020-07-26T24:00:00Z,,0,0,561,1380,290147,60768,859179,8914f4db5fb01c61be5bdda823a473a20f5b0260,2020-07-26
225,20200725,56,4148552.0,18517095.0,3377.0,59382.0,287099.0,10380.0,13279.0,2729.0,1300.0,2020-07-25T24:00:00Z,138690.0,287099.0,55494536,2020-07-25T24:00:00Z,,0,0,1014,1820,281095,64845,882389,f76bda082150a9b3ada284cc3ea7588d131393f6,2020-07-25
226,20200724,56,4083707.0,18236000.0,3409.0,59800.0,285279.0,10389.0,13182.0,2709.0,1297.0,2020-07-24T24:00:00Z,137676.0,285279.0,54612147,2020-07-24T24:00:00Z,,0,0,1175,3063,313787,75061,1007671,cec6c9fd673f69e22d0bc311cc9bd3ed5b0f93fa,2020-07-24
227,20200723,56,4008646.0,17922213.0,3179.0,59860.0,282216.0,10423.0,12933.0,2467.0,1280.0,2020-07-23T24:00:00Z,136501.0,282216.0,53604476,2020-07-23T24:00:00Z,,0,0,1070,2373,310508,71436,929251,b990c6f1103fde4704489b4858ad1f5078bfc78f,2020-07-23
228,20200722,56,3937210.0,17611705.0,3051.0,59758.0,279843.0,10460.0,12790.0,2444.0,1258.0,2020-07-22T24:00:00Z,135431.0,279843.0,52675225,2020-07-22T24:00:00Z,,0,0,1149,2238,263283,69422,901870,41a78ed1c445937977004d43cd29e02dcb3c8776,2020-07-22
229,20200721,56,3867788.0,17348422.0,3197.0,59476.0,277605.0,6717.0,12629.0,2414.0,1242.0,2020-07-21T24:00:00Z,134282.0,277605.0,51773355,2020-07-21T24:00:00Z,,0,0,1041,2551,240960,62920,833566,1dab32f41f510b99bcff63389a27ad28051dc424,2020-07-21
230,20200720,56,3804868.0,17107462.0,3003.0,58518.0,275054.0,6551.0,12475.0,2403.0,1223.0,2020-07-20T24:00:00Z,133241.0,275054.0,50939789,2020-07-20T24:00:00Z,,0,0,376,1563,246497,56663,737209,446d64ec306f9ff558b1e90ec3f97aedcbc0d176,2020-07-20
231,20200719,56,3748205.0,16860965.0,3052.0,58052.0,273491.0,6384.0,12393.0,2362.0,1216.0,2020-07-19T24:00:00Z,132865.0,273491.0,50202580,2020-07-19T24:00:00Z,,0,0,527,888,266177,64230,789513,e48c9ca07ae7e7be4ba84504b322d01c38539297,2020-07-19
232,20200718,56,3683975.0,16594788.0,3032.0,57822.0,272603.0,6397.0,12342.0,2343.0,1211.0,2020-07-18T24:00:00Z,132338.0,272603.0,49413067,2020-07-18T24:00:00Z,,0,0,876,1992,214410,64750,869668,d62e7373e1761fe3ed7217e61e0237e345c66e17,2020-07-18
233,20200717,56,3619225.0,16380378.0,3002.0,57871.0,270611.0,6451.0,12243.0,2352.0,1200.0,2020-07-17T24:00:00Z,131462.0,270611.0,48543399,2020-07-17T24:00:00Z,,0,0,939,2485,277945,76524,943532,01616bb799602ab06acb0f8b1a560162efd1a318,2020-07-17
234,20200716,56,3542701.0,16102433.0,2929.0,57602.0,268126.0,6349.0,12091.0,2314.0,1175.0,2020-07-16T24:00:00Z,130523.0,268126.0,47599867,2020-07-16T24:00:00Z,,0,0,941,2210,286947,70489,948000,b5fd5ca83a111c2d88587a57f1fccf48273d8eb2,2020-07-16
235,20200715,56,3472212.0,15815486.0,2947.0,56340.0,265916.0,6328.0,12002.0,2322.0,1166.0,2020-07-15T24:00:00Z,129582.0,265916.0,46651867,2020-07-15T24:00:00Z,,0,0,863,2388,268202,69373,913964,101a0d8a1cdfacd31c623b1a419f40a1b50528f7,2020-07-15
236,20200714,56,3402839.0,15547284.0,960.0,55678.0,263528.0,6238.0,11857.0,2263.0,1154.0,2020-07-14T24:00:00Z,128719.0,263528.0,45737903,2020-07-14T24:00:00Z,,0,0,741,2246,259542,58609,835205,a6023f130788c826d436e2f7725a9f4a4e17c8bf,2020-07-14
237,20200713,56,3344230.0,15287742.0,2610.0,54118.0,261282.0,6063.0,11749.0,2254.0,1142.0,2020-07-13T24:00:00Z,127978.0,261282.0,44902698,2020-07-13T24:00:00Z,,0,0,329,1120,225250,57160,764696,166f18ff3fc8574cc7691d09188cbf74b3343753,2020-07-13
238,20200712,56,3287070.0,15062492.0,2639.0,52860.0,260162.0,5930.0,11679.0,2182.0,1136.0,2020-07-12T24:00:00Z,127649.0,260162.0,44138002,2020-07-12T24:00:00Z,,0,0,472,894,263609,61605,796940,4c1cb43fbcb7b47ff40a53203dc7b229966f7d62,2020-07-12
239,20200711,56,3225465.0,14798883.0,2618.0,51982.0,259268.0,5939.0,11612.0,2169.0,1128.0,2020-07-11T24:00:00Z,127177.0,259268.0,43341062,2020-07-11T24:00:00Z,,0,0,755,5088,264909,62569,836027,ba9a42feec05fd4f5dd93e7c56509e52576fb965,2020-07-11
240,20200710,56,3162896.0,14533974.0,2493.0,51724.0,254180.0,5899.0,11523.0,2192.0,1118.0,2020-07-10T24:00:00Z,126422.0,254180.0,42505035,2020-07-10T24:00:00Z,,0,0,839,2196,288642,67111,912598,312eb5d3ceb09fe0038266e5161dc6d435923253,2020-07-10
241,20200709,56,3095785.0,14245332.0,2530.0,44051.0,251984.0,5843.0,11370.0,2129.0,1138.0,2020-07-09T24:00:00Z,125583.0,251984.0,41592437,2020-07-09T24:00:00Z,,0,0,863,1661,283969,59062,846616,96552673dac713cc351fa331bf5da325b2de2a8c,2020-07-09
242,20200708,56,3036723.0,13961363.0,2360.0,43207.0,250323.0,5872.0,11303.0,2167.0,1103.0,2020-07-08T24:00:00Z,124720.0,250323.0,40745821,2020-07-08T24:00:00Z,,0,0,819,1890,211173,62813,780578,f321d7eb1c7e9faba9b2e953178e12ad161c9cd5,2020-07-08
243,20200707,56,2973910.0,13750190.0,2136.0,41949.0,248433.0,5838.0,11177.0,2102.0,1084.0,2020-07-07T24:00:00Z,123901.0,248433.0,39965243,2020-07-07T24:00:00Z,,0,0,905,1976,208560,50990,742033,b6d5c129b70c2328aca045f42cac4b7d4f90de22,2020-07-07
244,20200706,56,2922920.0,13541630.0,1907.0,39960.0,246457.0,5678.0,11058.0,2104.0,1070.0,2020-07-06T24:00:00Z,122996.0,246457.0,39223210,2020-07-06T24:00:00Z,,0,0,237,762,171559,40925,650829,e0efd6272bc42aa1b8f6cd01406f3019b55ddd22,2020-07-06
245,20200705,56,2881995.0,13370071.0,1885.0,38872.0,245695.0,5653.0,11010.0,2080.0,1064.0,2020-07-05T24:00:00Z,122759.0,245695.0,38572381,2020-07-05T24:00:00Z,,0,0,209,582,211440,45334,620599,5c257393880e68b04d79d56004208817105cb2d0,2020-07-05
246,20200704,56,2836661.0,13158631.0,2083.0,38281.0,245113.0,5633.0,10977.0,1982.0,1063.0,2020-07-04T24:00:00Z,122550.0,245113.0,37951782,2020-07-04T24:00:00Z,,0,0,296,872,211195,54881,690846,098699e79ade97b3159833619a502b7d921cab6a,2020-07-04
247,20200703,56,2781780.0,12947436.0,2237.0,37927.0,244241.0,5597.0,10936.0,2049.0,1059.0,2020-07-03T24:00:00Z,122254.0,244241.0,37260936,2020-07-03T24:00:00Z,,0,0,603,1358,247534,54199,796182,c40df0336707e627ce4730f54283314c2f9f1a2a,2020-07-03
248,20200702,56,2727581.0,12699902.0,2208.0,37646.0,242883.0,5636.0,10843.0,2104.0,1041.0,2020-07-02T24:00:00Z,121651.0,242883.0,36464754,2020-07-02T24:00:00Z,,0,0,699,1697,228663,53511,774335,f1e3a6e4f393a127c414ea7f2972dcfbc0afd2c4,2020-07-02
249,20200701,56,2674070.0,12471239.0,2604.0,36526.0,241186.0,5492.0,10752.0,2099.0,1027.0,2020-07-01T24:00:00Z,120952.0,241186.0,35690419,2020-07-01T24:00:00Z,,0,0,698,1429,224206,51046,729493,5fbefd3cfaaa790743c16f4ef8703ac5ecb1cfe9,2020-07-01
250,20200630,56,2623024.0,12247033.0,2432.0,35337.0,239757.0,5426.0,10669.0,2044.0,1008.0,2020-06-30T24:00:00Z,120254.0,239757.0,34960926,2020-06-30T24:00:00Z,,0,0,579,1473,225256,47010,710726,85eda011f54aa6aefa910404942cc81e53ee637f,2020-06-30
251,20200629,56,2576014.0,12021777.0,2194.0,33742.0,238284.0,5389.0,10542.0,2021.0,990.0,2020-06-29T24:00:00Z,119675.0,238284.0,34250200,2020-06-29T24:00:00Z,,0,0,336,731,246910,39398,661374,f13d2c9c4dd4bae3f837fd880ad84e722b4d7df6,2020-06-29
252,20200628,56,2536616.0,11774867.0,2198.0,32575.0,237553.0,5252.0,10473.0,2077.0,983.0,2020-06-28T24:00:00Z,119339.0,237553.0,33588826,2020-06-28T24:00:00Z,,0,0,273,547,227957,41745,613978,afd3fe9093185d95c0911648fe4799883f7b1deb,2020-06-28
253,20200627,56,2494871.0,11546910.0,2186.0,32566.0,237006.0,5314.0,10415.0,2159.0,977.0,2020-06-27T24:00:00Z,119066.0,237006.0,32974848,2020-06-27T24:00:00Z,,0,0,508,1058,215921,43058,721135,96f979900a4c76c8fb0018c74640a24db050227f,2020-06-27
254,20200626,56,2451813.0,11330989.0,2201.0,31850.0,235948.0,5290.0,10334.0,2069.0,966.0,2020-06-26T24:00:00Z,118558.0,235948.0,32253713,2020-06-26T24:00:00Z,,0,0,618,1542,220349,44340,793454,99927fc4076ea4b71e93b99def28952acfe3fa28,2020-06-26
255,20200625,56,2407473.0,11110640.0,2133.0,31922.0,234406.0,5319.0,10257.0,2214.0,951.0,2020-06-25T24:00:00Z,117940.0,234406.0,31460259,2020-06-25T24:00:00Z,,0,0,648,1296,247894,39707,715570,c17c368a14568cc912a488246448ac7694796719,2020-06-25
256,20200624,56,2367766.0,10862746.0,2049.0,31270.0,233110.0,5292.0,10173.0,2247.0,934.0,2020-06-24T24:00:00Z,117292.0,233110.0,30744689,2020-06-24T24:00:00Z,,0,0,704,1246,184637,39117,562962,3d34383136181d25210d9ae23b12b362424e1335,2020-06-24
257,20200623,56,2328649.0,10678109.0,1891.0,30355.0,231864.0,5392.0,10077.0,2292.0,918.0,2020-06-23T24:00:00Z,116588.0,231864.0,30181727,2020-06-23T24:00:00Z,,0,0,724,1271,171427,33447,670015,6d6a938176d47b89f43c72443471c93836f06e0d,2020-06-23
258,20200622,56,2295202.0,10506682.0,2028.0,28963.0,230593.0,5325.0,10002.0,2301.0,909.0,2020-06-22T24:00:00Z,115864.0,230593.0,29511712,2020-06-22T24:00:00Z,,0,0,288,824,166595,26829,499163,6dd3aa03d993db25601d23561762d882d6419850,2020-06-22
259,20200621,56,2268373.0,10340087.0,2084.0,28325.0,229769.0,5195.0,9944.0,2321.0,904.0,2020-06-21T24:00:00Z,115576.0,229769.0,29012549,2020-06-21T24:00:00Z,,0,0,293,519,172865,29188,505598,94a109822faf381fa1562fbc104916d0e9160af9,2020-06-21
260,20200620,56,2239185.0,10167222.0,2108.0,28084.0,229250.0,5229.0,9908.0,2380.0,888.0,2020-06-20T24:00:00Z,115283.0,229250.0,28506951,2020-06-20T24:00:00Z,,0,0,615,699,198745,32236,611463,86c58e678fc1896887f07316d51da8edd8761984,2020-06-20
261,20200619,56,2206949.0,9968477.0,2032.0,28693.0,228551.0,5337.0,9876.0,2433.0,884.0,2020-06-19T24:00:00Z,114668.0,228551.0,27895488,2020-06-19T24:00:00Z,,0,0,652,1578,234737,30865,663567,1c823d9925102fc714bdefda045dd0cd042aac94,2020-06-19
262,20200618,56,2176084.0,9733740.0,1903.0,28538.0,226973.0,5472.0,9736.0,2518.0,869.0,2020-06-18T24:00:00Z,114016.0,226973.0,27231921,2020-06-18T24:00:00Z,,0,0,682,1108,185993,27042,556712,ddbb1399328b652b520a5d5cead2d8e45ba3296c,2020-06-18
263,20200617,56,2149042.0,9547747.0,1745.0,28647.0,225865.0,5608.0,9665.0,2584.0,857.0,2020-06-17T24:00:00Z,113334.0,225865.0,26675209,2020-06-17T24:00:00Z,,0,0,780,1077,193666,24153,561448,9b42391da2ceb40474bc8f03d3f0a5161a3acf27,2020-06-17
264,20200616,56,2124889.0,9354081.0,1604.0,28370.0,224788.0,5570.0,9590.0,2591.0,845.0,2020-06-16T24:00:00Z,112554.0,224788.0,26113761,2020-06-16T24:00:00Z,,0,0,720,1184,180528,22838,504724,3cd950c260f613f37f3626ad4ec940e421ad91ea,2020-06-16
