,date,states,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,dateChecked,death,hospitalized,totalTestResults,lastModified,recovered,total,posNeg,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease,hash,dates_dt
265,20200615,56,2102051.0,9173553.0,1619.0,28034.0,223604.0,5700.0,9516.0,2636.0,835.0,2020-06-15T24:00:00Z,111834.0,223604.0,25609037,2020-06-15T24:00:00Z,,0,0,385,664,167343,18255,448011,0261f4e56aff3681407e34cf2baef8305c62d298,2020-06-15
266,20200614,56,2083796.0,9006210.0,1672.0,28020.0,222940.0,5749.0,9466.0,2716.0,834.0,2020-06-14T24:00:00Z,111449.0,222940.0,25161026,2020-06-14T24:00:00Z,,0,0,355,610,169214,21658,477533,4ae677663d04b044fbe8c9109d1d24fe80295a00,2020-06-14
267,20200613,56,2062138.0,8836996.0,1698.0,28578.0,222330.0,5883.0,9430.0,2726.0,830.0,2020-06-13T24:00:00Z,111094.0,222330.0,24683493,2020-06-13T24:00:00Z,,0,0,694,954,197530,25453,544608,96498ecf4777530c911d037d745dd32b036a48bb,2020-06-13
268,20200612,56,2036685.0,8639466.0,1783.0,29306.0,221376.0,6009.0,9373.0,2738.0,814.0,2020-06-12T24:00:00Z,110400.0,221376.0,24138885,2020-06-12T24:00:00Z,,0,0,766,1376,228304,23141,623384,9940dcf4b1657ab4de6c42b80efdbe11f25f8236,2020-06-12
269,20200611,56,2013544.0,8411162.0,1816.0,29850.0,220000.0,6075.0,9295.0,2885.0,792.0,2020-06-11T24:00:00Z,109634.0,220000.0,23515501,2020-06-11T24:00:00Z,,0,0,896,1526,149629,21991,484979,886dc70242c41018e41adf3a5f423204a056a3a9,2020-06-11
270,20200610,56,1991553.0,8261533.0,1737.0,30961.0,218474.0,6256.0,9225.0,3022.0,780.0,2020-06-10T24:00:00Z,108738.0,218474.0,23030522,2020-06-10T24:00:00Z,,0,0,893,1239,168836,20880,482620,9bed60ceb4fbf066fd20a78c99de685a16dbec0e,2020-06-10
271,20200609,56,1970673.0,8092697.0,1661.0,31179.0,217235.0,6453.0,9141.0,3088.0,771.0,2020-06-09T24:00:00Z,107845.0,217235.0,22547902,2020-06-09T24:00:00Z,,0,0,886,1279,155350,16916,454850,24d2a6ba2e29675481aa12212165a6fb5b45c35c,2020-06-09
272,20200608,56,1953757.0,7937347.0,1606.0,31105.0,215956.0,6398.0,9013.0,3238.0,762.0,2020-06-08T24:00:00Z,106959.0,215956.0,22093052,2020-06-08T24:00:00Z,,0,0,675,1071,132298,16923,405793,daa4a8ed4f88ecf5ee859f33b0ce2274b2cf21f5,2020-06-08
273,20200607,56,1936834.0,7805049.0,1733.0,31490.0,214885.0,6501.0,8957.0,3298.0,753.0,2020-06-07T24:00:00Z,106284.0,214885.0,21687259,2020-06-07T24:00:00Z,,0,0,447,655,188348,19056,434862,47f1068ec1fee1a98031d59430e68b59ab702cd6,2020-06-07
274,20200606,56,1917778.0,7616701.0,1796.0,31994.0,214230.0,6762.0,8920.0,3476.0,750.0,2020-06-06T24:00:00Z,105837.0,214230.0,21252397,2020-06-06T24:00:00Z,,0,0,714,989,224192,22746,557957,52bf9e33ad1d913a7da5c73220b5504eb8cac3a1,2020-06-06
275,20200605,56,1895032.0,7392509.0,1749.0,32502.0,213241.0,6921.0,8863.0,3520.0,740.0,2020-06-05T24:00:00Z,105123.0,213241.0,20694440,2020-06-05T24:00:00Z,,0,0,835,1518,233592,23050,624244,d15a15a3672f42d2bf2665c6efd6078962a5b92a,2020-06-05
276,20200604,56,1871982.0,7158917.0,3474.0,32802.0,211723.0,7044.0,8787.0,3662.0,723.0,2020-06-04T24:00:00Z,104288.0,211723.0,20070196,2020-06-04T24:00:00Z,,0,0,883,0,180430,20477,498869,ba9fde533b6b21049948399b3190220186af617c,2020-06-04
277,20200603,56,1851505.0,6978487.0,3556.0,33227.0,214579.0,7229.0,8688.0,3754.0,717.0,2020-06-03T24:00:00Z,103405.0,214579.0,19571327,2020-06-03T24:00:00Z,,0,0,975,2145,185773,20182,504449,28b5d81ad6a0a2bd3f792e676bafb09e9499d3e4,2020-06-03
278,20200602,56,1831323.0,6792714.0,4054.0,33956.0,212434.0,7410.0,8566.0,3854.0,710.0,2020-06-02T24:00:00Z,102430.0,212434.0,19066878,2020-06-02T24:00:00Z,,0,0,971,1735,161590,19879,449048,064f26de1e344bac9f7335c2280984a599f5de1c,2020-06-02
279,20200601,56,1811444.0,6631124.0,3455.0,34325.0,210699.0,7592.0,8485.0,3950.0,704.0,2020-06-01T24:00:00Z,101459.0,210699.0,18617830,2020-06-01T24:00:00Z,,0,0,679,2862,158114,20101,419427,809ada6a1a5da919eac522070de54a755baa52ec,2020-06-01
280,20200531,56,1791343.0,6473010.0,3270.0,34925.0,207837.0,7625.0,8445.0,3669.0,704.0,2020-05-31T24:00:00Z,100780.0,207837.0,18198403,2020-05-31T24:00:00Z,,0,0,655,895,147185,21641,430493,fd39c23d08142a329797a7005227e747b533f311,2020-05-31
281,20200530,56,1769702.0,6325825.0,1668.0,35759.0,206942.0,7960.0,8305.0,4008.0,698.0,2020-05-30T24:00:00Z,100125.0,206942.0,17767910,2020-05-30T24:00:00Z,,0,0,923,1421,167649,23596,457174,b5762f7fdbc96c01484827b5b7a8aaad331aa7b0,2020-05-30
282,20200529,56,1746106.0,6158176.0,2978.0,36942.0,205521.0,8170.0,8235.0,4028.0,689.0,2020-05-29T24:00:00Z,99202.0,205521.0,17310736,2020-05-29T24:00:00Z,,0,0,1174,1571,196292,23618,534228,50c5212b5e16da07b836968797c6ea870f4000e2,2020-05-29
283,20200528,56,1722488.0,5961884.0,1906.0,38000.0,203950.0,8392.0,8109.0,4079.0,676.0,2020-05-28T24:00:00Z,98028.0,203950.0,16776508,2020-05-28T24:00:00Z,,0,0,1235,1594,188257,22799,493996,c1908ffac3e1b98594b657cc94f290a2ddf98276,2020-05-28
284,20200527,56,1699689.0,5773627.0,3132.0,38300.0,202356.0,8552.0,8015.0,4223.0,666.0,2020-05-27T24:00:00Z,96793.0,202356.0,16282512,2020-05-27T24:00:00Z,,0,0,1335,1561,151062,19172,416554,e36b7060288d3e243b309003bb7e7a266372e1bf,2020-05-27
285,20200526,56,1680517.0,5622565.0,1549.0,37751.0,200795.0,8580.0,7899.0,4221.0,650.0,2020-05-26T24:00:00Z,95458.0,200795.0,15865958,2020-05-26T24:00:00Z,,0,0,665,17287,112350,16690,315330,28834198828e24ebfad1087ea299460562698dfe,2020-05-26
286,20200525,56,1663827.0,5510215.0,3368.0,37703.0,183508.0,8467.0,7847.0,4232.0,642.0,2020-05-25T24:00:00Z,94793.0,183508.0,15550628,2020-05-25T24:00:00Z,,0,0,556,898,167919,18555,408047,443cb2b1f0c2e7387f896d13fbc4d085f1f09817,2020-05-25
287,20200524,56,1645272.0,5342296.0,3860.0,37742.0,182610.0,8491.0,7801.0,4380.0,639.0,2020-05-24T24:00:00Z,94237.0,182610.0,15142581,2020-05-24T24:00:00Z,,0,0,688,1028,128061,19062,389319,c66a5c79984a5bf2ac6bed8dd5b33a895649b24d,2020-05-24
288,20200523,56,1626210.0,5214235.0,4084.0,38625.0,181582.0,8739.0,7770.0,4621.0,638.0,2020-05-23T24:00:00Z,93549.0,181582.0,14753262,2020-05-23T24:00:00Z,,0,0,1040,1385,118220,22561,444574,b77e86aabbb02225b6e97bb3b75421ff7539cfcd,2020-05-23
289,20200522,56,1603649.0,5096015.0,3709.0,40008.0,180197.0,9042.0,7689.0,4714.0,633.0,2020-05-22T24:00:00Z,92509.0,180197.0,14308688,2020-05-22T24:00:00Z,,0,0,1290,3949,172853,24115,453783,69776cbc68cd0cc4b627ab0daa33af84ea062841,2020-05-22
290,20200521,56,1579534.0,4923162.0,3641.0,41359.0,176248.0,9092.0,7412.0,4871.0,616.0,2020-05-21T24:00:00Z,91219.0,176248.0,13854905,2020-05-21T24:00:00Z,,0,0,1380,4547,228097,26831,508832,ccc34e14c02c2471438f83f7c624e59a132b4c60,2020-05-21
291,20200520,56,1552703.0,4695065.0,2973.0,41856.0,171701.0,9522.0,7319.0,4907.0,613.0,2020-05-20T24:00:00Z,89839.0,171701.0,13346073,2020-05-20T24:00:00Z,,0,0,1397,1756,167279,21293,450292,0c712a2ddcde0d24095fd794a1a5f87155ce27f1,2020-05-20
292,20200519,56,1531410.0,4527786.0,2944.0,42023.0,169945.0,9598.0,7217.0,5032.0,606.0,2020-05-19T24:00:00Z,88442.0,169945.0,12895781,2020-05-19T24:00:00Z,,0,0,1317,1548,165975,20687,420506,ed190beebf19867b68b9f47065753872773cc949,2020-05-19
293,20200518,56,1510723.0,4361811.0,3596.0,41940.0,168397.0,9748.0,7064.0,5260.0,602.0,2020-05-18T24:00:00Z,87125.0,168397.0,12475275,2020-05-18T24:00:00Z,,0,0,854,1132,127310,20597,349995,5d87e1cec3c65e60050bf62bcc85d99868e97e4c,2020-05-18
294,20200517,56,1490126.0,4234501.0,3449.0,42019.0,167265.0,9945.0,7003.0,5467.0,593.0,2020-05-17T24:00:00Z,86271.0,167265.0,12125280,2020-05-17T24:00:00Z,,0,0,873,1134,140015,20436,351153,99dd2891c51433dbcfe6482d65b5d001040201cb,2020-05-17
295,20200516,56,1469690.0,4094486.0,3788.0,43515.0,166131.0,10276.0,6945.0,5532.0,592.0,2020-05-16T24:00:00Z,85398.0,166131.0,11774127,2020-05-16T24:00:00Z,,0,0,1237,1796,130077,23743,392591,b60c0dd7bee1f0a290a2d187350a67c124178692,2020-05-16
296,20200515,56,1445947.0,3964409.0,2457.0,44553.0,164335.0,10476.0,6890.0,5744.0,589.0,2020-05-15T24:00:00Z,84161.0,164335.0,11381536,2020-05-15T24:00:00Z,,0,0,1538,1314,123836,25490,406415,0222f463d3dd0407b7f7f2195aa4cf5e6f11aefb,2020-05-15
297,20200514,56,1420457.0,3840573.0,2673.0,45923.0,163021.0,10655.0,6795.0,5940.0,582.0,2020-05-14T24:00:00Z,82623.0,163021.0,10975121,2020-05-14T24:00:00Z,,0,0,1853,3160,137271,26773,391455,1b0bc57d5043838cbcff6613f543fe3472b44959,2020-05-14
298,20200513,56,1393684.0,3703302.0,1983.0,46921.0,159861.0,10991.0,6713.0,6164.0,572.0,2020-05-13T24:00:00Z,80770.0,159861.0,10583666,2020-05-13T24:00:00Z,,0,0,1730,1786,116695,21500,345138,832613d91c3a22a2c4b6d4608f1c52d9bf6552ae,2020-05-13
299,20200512,56,1372184.0,3586607.0,1803.0,47343.0,158075.0,11241.0,6585.0,6350.0,559.0,2020-05-12T24:00:00Z,79040.0,158075.0,10238528,2020-05-12T24:00:00Z,,0,0,1509,1486,109273,22442,339232,be793b766fdba3ee78052eb0b77cbb7fca9a7534,2020-05-12
300,20200511,56,1349742.0,3477334.0,1989.0,46550.0,156589.0,11153.0,6488.0,6349.0,551.0,2020-05-11T24:00:00Z,77531.0,156589.0,9899296,2020-05-11T24:00:00Z,,0,0,891,1374,207145,18140,374214,82806f73ece5925106985eaec1e657575c3a5ca5,2020-05-11
301,20200510,56,1331602.0,3270189.0,3095.0,46735.0,155215.0,11382.0,6445.0,6392.0,547.0,2020-05-10T24:00:00Z,76640.0,155215.0,9525082,2020-05-10T24:00:00Z,,0,0,1035,1043,93962,21116,275936,f13748847dd661322548575ebb6c17e034cd1bec,2020-05-10
302,20200509,56,1310486.0,3176227.0,3054.0,48581.0,154172.0,11504.0,6367.0,6550.0,543.0,2020-05-09T24:00:00Z,75605.0,154172.0,9249146,2020-05-09T24:00:00Z,,0,0,1456,1680,111242,25320,323737,7ee6523886d75d811a1cb791f280ba911b4712c0,2020-05-09
303,20200508,56,1285166.0,3064985.0,3307.0,49770.0,152492.0,11786.0,6294.0,6793.0,531.0,2020-05-08T24:00:00Z,74149.0,152492.0,8925409,2020-05-08T24:00:00Z,,0,0,1784,6230,104963,27197,312586,b6653e9f1316781ba7d25233e69ed1c1b1e177ff,2020-05-08
304,20200507,56,1257969.0,2960022.0,3171.0,51445.0,146262.0,12135.0,5174.0,7067.0,529.0,2020-05-07T24:00:00Z,72365.0,146262.0,8612823,2020-05-07T24:00:00Z,,0,0,2748,4191,93943,27229,330008,237efaee115796c32dc75b3c0e60ddc516323170,2020-05-07
305,20200506,56,1230740.0,2866079.0,2742.0,52609.0,142071.0,12480.0,4911.0,4758.0,449.0,2020-05-06T24:00:00Z,69617.0,142071.0,8282815,2020-05-06T24:00:00Z,,0,0,1918,2154,89076,25256,284216,7b4bb5b15218439423c3855a0552d1f48c40c35a,2020-05-06
306,20200505,56,1205484.0,2777003.0,2633.0,53164.0,139917.0,12620.0,4794.0,4810.0,439.0,2020-05-05T24:00:00Z,67699.0,139917.0,7998599,2020-05-05T24:00:00Z,,0,0,2490,1932,104879,22344,278449,0d44fdd967a3121aad231a86108a995bcdfa0d53,2020-05-05
307,20200504,56,1183140.0,2672124.0,2791.0,52375.0,137985.0,12701.0,4579.0,4852.0,430.0,2020-05-04T24:00:00Z,65209.0,137985.0,7720150,2020-05-04T24:00:00Z,,0,0,1028,1765,89245,22195,236185,ca4679f2f73f368ac42de9fb3cdfecafe189ac5e,2020-05-04
308,20200503,56,1160945.0,2582879.0,2812.0,52623.0,136220.0,12724.0,4502.0,4762.0,425.0,2020-05-03T24:00:00Z,64181.0,136220.0,7483965,2020-05-03T24:00:00Z,,0,0,1248,1855,95643,25789,240968,1c1a0650e0c0a1d8abb1dc069b3c428194b4ae3c,2020-05-03
309,20200502,56,1135156.0,2487236.0,1578.0,54008.0,134365.0,12904.0,4386.0,4846.0,375.0,2020-05-02T24:00:00Z,62933.0,134365.0,7242997,2020-05-02T24:00:00Z,,0,0,1527,1995,79105,29196,272239,bad187b9cf03c00b6fa8a2c49e316cd6380c3ff1,2020-05-02
310,20200501,56,1105960.0,2408131.0,1639.0,54897.0,132370.0,12861.0,4300.0,4712.0,376.0,2020-05-01T24:00:00Z,61406.0,132370.0,6970758,2020-05-01T24:00:00Z,,0,0,1809,9874,104558,32808,285823,ae0f09d44290d5dd5372b19752e37991407b5888,2020-05-01
311,20200430,56,1073152.0,2303573.0,2775.0,54905.0,122496.0,13246.0,4192.0,4708.0,373.0,2020-04-30T24:00:00Z,59597.0,122496.0,6684935,2020-04-30T24:00:00Z,,0,0,2160,2382,81678,30046,275561,6424b1906d1ca5c29eb0d07d9884453ed202bbf5,2020-04-30
312,20200429,56,1043106.0,2221895.0,4832.0,56009.0,120114.0,13550.0,4093.0,4803.0,365.0,2020-04-29T24:00:00Z,57437.0,120114.0,6409374,2020-04-29T24:00:00Z,,0,0,2676,2946,87461,26176,256119,0c8021a59cc4965b7f43ff3af0460178634e3251,2020-04-29
313,20200428,56,1016930.0,2134434.0,4206.0,56034.0,117168.0,13562.0,3798.0,4760.0,252.0,2020-04-28T24:00:00Z,54761.0,117168.0,6153255,2020-04-28T24:00:00Z,,0,0,2078,2014,69320,25234,216665,ed3f80f2de752b2be9a2535589eccd6d0ca31ffc,2020-04-28
314,20200427,56,991696.0,2065114.0,4077.0,56183.0,115154.0,13812.0,3720.0,4867.0,252.0,2020-04-27T24:00:00Z,52683.0,115154.0,5936590,2020-04-27T24:00:00Z,,0,0,1290,2245,62965,22407,194539,08a784ccf272be3c12c57ecc88dca1d9876e77ea,2020-04-27
315,20200426,56,969289.0,2002149.0,4445.0,56161.0,112909.0,14093.0,2571.0,5119.0,227.0,2020-04-26T24:00:00Z,51393.0,112909.0,5742051,2020-04-26T24:00:00Z,,0,0,1219,2215,75323,27314,205794,721e909688efeb7e9bdd72a66d5b4fa1e0dac847,2020-04-26
316,20200425,56,941975.0,1926826.0,5315.0,57340.0,110694.0,14411.0,2516.0,5266.0,227.0,2020-04-25T24:00:00Z,50174.0,110694.0,5536257,2020-04-25T24:00:00Z,,0,0,1629,2297,104803,35734,276303,3a59f2f919cc366230f53b7244cef16d3dc04508,2020-04-25
317,20200424,56,906241.0,1822023.0,4396.0,57370.0,108397.0,14623.0,2468.0,5194.0,227.0,2020-04-24T24:00:00Z,48545.0,108397.0,5259954,2020-04-24T24:00:00Z,,0,0,1974,2388,83279,34226,245379,8ffec13f3f1741b578da00434850650cd6019b84,2020-04-24
318,20200423,56,872015.0,1738744.0,4258.0,59214.0,106009.0,14737.0,2428.0,5463.0,227.0,2020-04-23T24:00:00Z,46571.0,106009.0,5014575,2020-04-23T24:00:00Z,,0,0,1809,2820,64842,31953,218113,8cf466a813997a3b6cfeb9dc5fcff6220cd44b7e,2020-04-23
319,20200422,56,840062.0,1673902.0,4191.0,59207.0,103189.0,15016.0,2370.0,5474.0,227.0,2020-04-22T24:00:00Z,44762.0,103189.0,4796462,2020-04-22T24:00:00Z,,0,0,2085,3086,-214153,29176,334406,cf620df28d926bc821c1daf3f5d33d2b4dd5d77c,2020-04-22
320,20200421,56,810886.0,1888055.0,3956.0,59779.0,100103.0,14945.0,2315.0,5514.0,214.0,2020-04-21T24:00:00Z,42677.0,100103.0,4462056,2020-04-21T24:00:00Z,,0,0,2479,2736,63914,26039,166966,ccb4f2848d1e80a92e5da84654a50f401189a8e0,2020-04-21
321,20200420,56,784847.0,1824141.0,4037.0,56721.0,97367.0,14463.0,2193.0,5569.0,214.0,2020-04-20T24:00:00Z,40198.0,97367.0,4295090,2020-04-20T24:00:00Z,,0,0,1816,2309,70851,25967,144633,a00f9fea57863eb78a15f697463e9600af81f834,2020-04-20
322,20200419,56,758880.0,1753290.0,11324.0,56497.0,95058.0,14385.0,2145.0,5603.0,214.0,2020-04-19T24:00:00Z,38382.0,95058.0,4150457,2020-04-19T24:00:00Z,,0,0,1763,2177,69050,27523,148926,771f191033116f26b2ce98f79c2283e528bd7c8f,2020-04-19
323,20200418,56,731357.0,1684240.0,9906.0,57799.0,92881.0,14764.0,2096.0,5733.0,205.0,2020-04-18T24:00:00Z,36619.0,92881.0,4001531,2020-04-18T24:00:00Z,,0,0,1895,3440,70405,27950,171880,6e2c905e615e2d95a86c3ac574e33ea823db4fe4,2020-04-18
324,20200417,56,703407.0,1613835.0,10889.0,58892.0,89441.0,14910.0,2052.0,6098.0,187.0,2020-04-17T24:00:00Z,34724.0,89441.0,3829651,2020-04-17T24:00:00Z,,0,0,2118,3366,69199,31984,172149,a9f641aa7a49d224d463112c51769e6a2d5db2ca,2020-04-17
325,20200416,56,671423.0,1544636.0,16927.0,59496.0,86075.0,15136.0,1834.0,5940.0,176.0,2020-04-16T24:00:00Z,32606.0,86075.0,3657502,2020-04-16T24:00:00Z,,0,0,2194,3172,79739,31527,183046,41366827f22fbd28716b5a8271cbb2f3dcd5464d,2020-04-16
326,20200415,56,639896.0,1464897.0,16901.0,59930.0,82903.0,14639.0,1783.0,6033.0,223.0,2020-04-15T24:00:00Z,30412.0,82903.0,3474456,2020-04-15T24:00:00Z,,0,0,2545,3502,57904,29983,149278,4d50dd83937ca73eb2e4c3f9603e41ae5829cd26,2020-04-15
327,20200414,56,609913.0,1406993.0,16615.0,59610.0,79401.0,14047.0,1715.0,5981.0,221.0,2020-04-14T24:00:00Z,27867.0,79401.0,3325178,2020-04-14T24:00:00Z,,0,0,2352,3172,73584,25912,160255,32c2b0b756e8594e9dcf95afe08fb6e607856158,2020-04-14
328,20200413,56,584001.0,1333409.0,17159.0,56211.0,76229.0,13605.0,1622.0,6170.0,208.0,2020-04-13T24:00:00Z,25515.0,76229.0,3164923,2020-04-13T24:00:00Z,,0,0,1633,4491,58602,24252,125624,eaac97b2194bf5c8fdc753f6cdc47cbfa01423a2,2020-04-13
329,20200412,56,559749.0,1274807.0,16419.0,55294.0,71738.0,13597.0,1449.0,5962.0,158.0,2020-04-12T24:00:00Z,23882.0,71738.0,3039299,2020-04-12T24:00:00Z,,0,0,1700,3322,67738,28127,140609,b468d3c8a0589cef214d7c9ee6956820554e8704,2020-04-12
330,20200411,56,531622.0,1207069.0,16593.0,55563.0,68416.0,13293.0,1399.0,5986.0,152.0,2020-04-11T24:00:00Z,22182.0,68416.0,2898690,2020-04-11T24:00:00Z,,0,0,2075,3735,62940,31282,158723,087f9af9a478bfd69408e3721b42981195836274,2020-04-11
331,20200410,56,500340.0,1144129.0,17435.0,53167.0,64681.0,12693.0,1179.0,5937.0,39.0,2020-04-10T24:00:00Z,20107.0,64681.0,2739967,2020-04-10T24:00:00Z,,0,0,2083,4911,56160,33732,155676,aab4cbf77905381d2ea9ba0a06f70751d4d7e35e,2020-04-10
332,20200409,56,466608.0,1087969.0,17622.0,51323.0,59770.0,12445.0,918.0,5798.0,39.0,2020-04-09T24:00:00Z,18024.0,59770.0,2584291,2020-04-09T24:00:00Z,,0,0,2051,3829,82730,34961,170558,badae0ef8a1604b3a6e11ca541f0830c735159f8,2020-04-09
333,20200408,56,431647.0,1005239.0,17219.0,45359.0,55941.0,10276.0,862.0,4142.0,39.0,2020-04-08T24:00:00Z,15973.0,55941.0,2413733,2020-04-08T24:00:00Z,,0,0,2003,4387,68030,30996,165594,7a4ef1963515dfb8ced363fbc93b8d16f9b04f52,2020-04-08
334,20200407,56,400651.0,937209.0,16548.0,43849.0,51554.0,9978.0,738.0,4047.0,43.0,2020-04-07T24:00:00Z,13970.0,51554.0,2248139,2020-04-07T24:00:00Z,,0,0,2038,2931,78959,30430,170116,a8e967a9e2d35465a574949ed9fd1a4f9fb1f7ea,2020-04-07
335,20200406,56,370221.0,858250.0,17283.0,36159.0,48623.0,7079.0,663.0,2961.0,39.0,2020-04-06T24:00:00Z,11932.0,48623.0,2078023,2020-04-06T24:00:00Z,,0,0,1314,2962,69818,28262,137710,76b7f46748ffdca73be68e0ae9d33e0294731ebc,2020-04-06
336,20200405,56,341959.0,788432.0,17303.0,32180.0,45661.0,5811.0,609.0,650.0,39.0,2020-04-05T24:00:00Z,10618.0,45661.0,1940313,2020-04-05T24:00:00Z,,0,0,1342,3953,33778,25877,129555,881264a7822a8f7947f19e86325eacb85b14fd59,2020-04-05
337,20200404,56,316082.0,754654.0,15569.0,30456.0,41708.0,5500.0,403.0,656.0,39.0,2020-04-04T24:00:00Z,9276.0,41708.0,1810758,2020-04-04T24:00:00Z,,0,0,1478,4993,143471,33102,231172,f5bef0058d5dd99c4c1cb6155c267176f0c00899,2020-04-04
338,20200403,56,282980.0,611183.0,61976.0,25723.0,36715.0,4928.0,335.0,623.0,39.0,2020-04-03T24:00:00Z,7798.0,36715.0,1579586,2020-04-03T24:00:00Z,,0,0,1287,4621,54867,31838,142351,f6619d6bb7f5fa25dea18ffeb8beb8991c902970,2020-04-03
339,20200402,56,251142.0,556316.0,62097.0,22995.0,32094.0,4513.0,305.0,576.0,32.0,2020-04-02T24:00:00Z,6511.0,32094.0,1437235,2020-04-02T24:00:00Z,,0,0,1175,4164,51001,28071,130666,672ffe80f5e4092c34fc5d2e2bc0907fda4cd415,2020-04-02
340,20200401,56,223071.0,505315.0,59665.0,20906.0,27930.0,3937.0,256.0,561.0,32.0,2020-04-01T24:00:00Z,5336.0,27930.0,1306569,2020-04-01T24:00:00Z,,0,0,1006,4148,44838,26257,123021,d4ce85e8be2f26f83091beff45992d76a38a813b,2020-04-01
341,20200331,56,196814.0,460477.0,59518.0,18155.0,23782.0,3487.0,230.0,506.0,,2020-03-31T24:00:00Z,4330.0,23782.0,1183548,2020-03-31T24:00:00Z,,0,0,908,3995,44084,24947,114567,d661eabc2fff9b2cfd4e9339de7bb02d02298996,2020-03-31
342,20200330,56,171867.0,416393.0,65369.0,15892.0,19787.0,3087.0,187.0,449.0,,2020-03-30T24:00:00Z,3422.0,19787.0,1068981,2020-03-30T24:00:00Z,,0,0,585,2473,50637,21187,100592,ed1018aaa821bfe6425bcac8a81b981760d9a0b0,2020-03-30
343,20200329,56,150680.0,365756.0,65545.0,14055.0,17314.0,2456.0,156.0,433.0,,2020-03-29T24:00:00Z,2837.0,17314.0,968389,2020-03-29T24:00:00Z,,0,0,505,2797,42230,19681,87451,ecc57aaf9ab6b54ac94c96f14f974915684c3a8f,2020-03-29
344,20200328,56,130999.0,323526.0,65709.0,12393.0,14517.0,2174.0,140.0,390.0,,2020-03-28T24:00:00Z,2332.0,14517.0,880938,2020-03-28T24:00:00Z,,0,0,551,2406,67866,19780,111615,e6f8c7146cb183b8ecb56d36498770163e8942b6,2020-03-28
345,20200327,56,111219.0,255660.0,60091.0,10887.0,12111.0,1792.0,124.0,293.0,,2020-03-27T24:00:00Z,1781.0,12111.0,769323,2020-03-27T24:00:00Z,,0,0,410,2589,45279,19223,101375,3e5e81d053569a347871e841c1db7472a7054d78,2020-03-27
346,20200326,56,91996.0,210381.0,60251.0,7805.0,9522.0,1299.0,91.0,258.0,,2020-03-26T24:00:00Z,1371.0,9522.0,667948,2020-03-26T24:00:00Z,,0,0,313,2449,42610,17604,106554,23335e17b3604d1d78f759b476e4be041fc88e84,2020-03-26
347,20200325,56,74392.0,167771.0,51235.0,5140.0,7073.0,,74.0,167.0,,2020-03-25T24:00:00Z,1058.0,7073.0,561394,2020-03-25T24:00:00Z,,0,0,241,1954,33269,12636,82501,ccaf0d32e758e6dc430e4838d4553f5daa824cb8,2020-03-25
348,20200324,56,61756.0,134502.0,14433.0,3938.0,5119.0,,,,,2020-03-24T24:00:00Z,817.0,5119.0,478893,2020-03-24T24:00:00Z,,0,0,236,1186,33117,10883,86611,4fcadd27ccb439a17f956258e900862324843f14,2020-03-24
349,20200323,56,50873.0,101385.0,14571.0,2812.0,3933.0,,,,,2020-03-23T24:00:00Z,581.0,3933.0,392282,2020-03-23T24:00:00Z,,0,0,101,950,21323,11182,57311,20d04bf37fd78531290753ae649afdb583281e92,2020-03-23
350,20200322,56,39691.0,80062.0,3275.0,2173.0,2983.0,,,,,2020-03-22T24:00:00Z,480.0,2983.0,334971,2020-03-22T24:00:00Z,,0,0,145,962,12427,9229,52169,2f1a1265943321b55db984d4276c6e1c681abf2d,2020-03-22
351,20200321,56,30462.0,67635.0,3468.0,1492.0,2021.0,,,,,2020-03-21T24:00:00Z,335.0,2021.0,282802,2020-03-21T24:00:00Z,,0,0,62,1849,16003,6940,52201,26331377d514b8a4aa7dc01ed899c0660952d9da,2020-03-21
352,20200320,56,23522.0,51632.0,3334.0,1042.0,172.0,,,,,2020-03-20T24:00:00Z,273.0,172.0,230601,2020-03-20T24:00:00Z,,0,0,70,44,11704,6095,49507,ac60c8bbc63c0515be6f7f5e6ecbb944d6df5578,2020-03-20
353,20200319,56,17427.0,39928.0,2940.0,617.0,128.0,,,,,2020-03-19T24:00:00Z,203.0,128.0,181094,2020-03-19T24:00:00Z,,0,0,51,34,8359,4611,39211,15e510e35670e974cfcb24839926c20fb0ba4f3e,2020-03-19
354,20200318,56,12816.0,31569.0,2349.0,416.0,94.0,,,,,2020-03-18T24:00:00Z,152.0,94.0,141883,2020-03-18T24:00:00Z,,0,0,28,18,5452,3352,32127,10bfe6e2a40b6c7274f94b622c999c452a768da7,2020-03-18
355,20200317,56,9464.0,26117.0,1685.0,325.0,76.0,,,,,2020-03-17T24:00:00Z,124.0,76.0,109756,2020-03-17T24:00:00Z,,0,0,22,33,5027,2087,26768,f7fee733a906dbd1121dfaabef8bcd2a4794f607,2020-03-17
356,20200316,56,7377.0,21090.0,1734.0,,43.0,,,,,2020-03-16T24:00:00Z,102.0,43.0,82988,2020-03-16T24:00:00Z,,0,0,22,6,11462,1713,22954,4b3b566456624ddabfa3aa16b6f1b6a362dae859,2020-03-16
357,20200315,51,5664.0,9628.0,2117.0,,37.0,,,,,2020-03-15T24:00:00Z,80.0,37.0,60034,2020-03-15T24:00:00Z,,0,0,15,10,2571,1288,10202,fc4a7dea69db6b82f1d012d9d181e8be2ab59249,2020-03-15
